Verb,Reading,Verb Group,Meaning
起床する,きしょうする,SURU,"rising (from one's bed), getting up, getting out of bed"
合図する,あいずする,SURU,"sign, signal, cue"
計算する,けいさんする,SURU,"calculation, reckoning, count; forecast"
答える,こたえる,ICHIDAN,"to answer, to reply"
禁煙する,きんえんする,SURU,"abstaining from smoking, quitting smoking; prohibition of smoking; No Smoking, Smoking Prohibited"
握手する,あくしゅする,SURU,"handshake; reconciliation, joining hands, cooperation"
包む,つつむ,GODAN,"to wrap up, to pack, to bundle, to do up; to cover, to envelop, to shroud, to engulf; to conceal (a feeling), to hide; to give (money in an envelope, as a wedding gift, funeral offering, etc.)"
訓練する,くんれんする,SURU,"training, drill, practice, discipline"
攻撃する,こうげきする,SURU,"attack, assault, raid, onslaught, offensive; criticism, censure, denunciation, condemnation"
広告する,こうこくする,SURU,"advertisement, advertising; announcement, notice"
署名する,しょめいする,SURU,signature
テストする,てすとする,SURU,"examination, quiz, test (syn. 試験); test, tryout, trial; rehearsal (in filming)"
プレゼントする,ぷれぜんとする,SURU,"present, gift"
レポートする,れぽおとする,SURU,"report, paper; reportage"
駐車する,ちゅうしゃする,SURU,parking (e.g. car)
いらっしゃる,いらっしゃる,POLITE,"to come, to go, to be (somewhere); to be (doing) [Honorific or respectful (sonkeigo) language]"
証明する,しょうめいする,SURU,"proof, testimony, demonstration, verification, certification"
汚れる,よごれる,ICHIDAN,"to get dirty, to become dirty; to become sullied, to become corrupted, to lose one's chastity"
出版する,しゅっぱんする,SURU,publication
競技する,きょうぎする,SURU,"game, match, contest"
保証する,ほしょうする,SURU,"guarantee, security, assurance, pledge, warranty"
投票する,とうひょうする,SURU,"voting, ballot, poll, vote"
アルバイトする,あるばいとする,SURU,"part-time job, side job; part-time worker"
診察する,しんさつする,SURU,medical examination
コピーする,こぴいする,SURU,"copy, photocopy; book jacket blurb; (advertising) slogan"
離婚する,りこんする,SURU,divorce
ファックスする,ふぁっくすする,SURU,"fax, facsimile; fax machine"
販売する,はんばいする,SURU,"sales, selling, marketing"
衝突する,しょうとつする,SURU,"collision, crash, impact, running into; conflict, clash, discord, quarrel"
改造する,かいぞうする,SURU,"remodeling, remodelling, reconstruction, conversion, alteration, renovation, modification, reshuffling (e.g. a cabinet), reorganization, restructuring; modding"
平均する,へいきんする,SURU,"average, mean; balance, equilibrium"
休業する,きゅうぎょうする,SURU,"suspension of business, temporary closure (of a store, school, etc.), shutdown, holiday"
輸出する,ゆしゅつする,SURU,"export, exportation; efferent"
冷凍する,れいとうする,SURU,"freezing, cold storage, refrigeration"
冒険する,ぼうけんする,SURU,"adventure, venture; venture which is unlikely to succeed, risky attempt, danger, hazard, risk"
育児する,いくじする,SURU,"childcare, child-rearing, nursing, upbringing"
来る,くる,KURU,"to come (spatially or temporally), to approach, to arrive; to come back, to do ... and come back; to come to be, to become, to get, to grow, to continue; to come from, to be caused by, to derive from; to come to (i.e. ""when it comes to spinach ..."")"
収穫する,しゅうかくする,SURU,"harvest, crop, ingathering; fruits (of one's labors), gain, result, returns"
課税する,かぜいする,SURU,taxation
信号する,しんごうする,SURU,"signal, signalling, signaling; traffic light, traffic signal"
閉会する,へいかいする,SURU,"closure (of a ceremony, event, meeting, etc.)"
放送する,ほうそうする,SURU,"broadcasting, broadcast, program, announcement"
建設する,けんせつする,SURU,"construction, establishment"
出勤する,しゅっきんする,SURU,"going to work, leaving for work, attendance (at work), being at work, presence (in the office), reporting for work"
出入りする,でいりする,SURU,"going in and out, entering and exiting; visiting regularly, frequenting, having regular dealings with; income and expenditure, incomings and outgoings; increase and decrease, surplus and deficit, fluctuation; fight, trouble, quarrel, dispute; indentations (e.g. of a coastline)"
写る,うつる,GODAN,"to be photographed, to be projected"
誕生する,たんじょうする,SURU,"birth, creation, formation"
持参する,じさんする,SURU,"bringing, taking, carrying"
労働する,ろうどうする,SURU,"manual labor, manual labour, toil, work; Labour Party"
開く,ひらく,GODAN,"to open (e.g. doors); to open (e.g. business, etc.); to be empty; to be vacant, to be available, to be free; to be open (e.g. neckline, etc.); to have been opened (of one's eyes, mouth, etc.); to come to an end; to open (one's eyes, mouth, etc.); to have a hole, to form a gap, to have an interval (between events)"
学習する,がくしゅうする,SURU,"learning, study, tutorial"
観光する,かんこうする,SURU,"sightseeing, tourism"
失業する,しつぎょうする,SURU,"unemployment; losing one's job, becoming unemployed"
婚約する,こんやくする,SURU,"engagement, betrothal"
分析する,ぶんせきする,SURU,analysis
実践する,じっせんする,SURU,"practice, putting into practice, implementation; praxis (philosophy)"
得点する,とくてんする,SURU,"scoring, score, points made, marks obtained, goals, runs"
分裂する,ぶんれつする,SURU,"split, division, break up"
引用する,いんようする,SURU,"quotation, citation, reference"
感染する,かんせんする,SURU,"infection, contagion, becoming infected; being infected (e.g. with harmful ideas), being influenced (by)"
反発する,はんぱつする,SURU,"opposition, rebellion, revolt, resistance, backlash, refusal; rebounding, recoiling, repulsion; rally (e.g. in stock prices), recovery"
監督する,かんとくする,SURU,"supervision, control, superintendence, direction; director, superintendent, supervisor, coach, foreman, manager, overseer, controller, boss"
堤防する,ていぼうする,SURU,"bank, weir, embankment, levee"
位置する,いちする,SURU,"place, position, location; position, standing, status, situation"
占領する,せんりょうする,SURU,"occupying, having (an area) all to oneself; military occupation, possession, capture, seizure"
暗殺する,あんさつする,SURU,assassination
日帰りする,ひがえりする,SURU,day trip
予算する,よさんする,SURU,"estimate (of costs), budget"
募集する,ぼしゅうする,SURU,"recruitment, invitation, selection, advertisement, taking applications; raising (funds, donations, etc.), collection, subscription, solicitation; flotation (of shares, loans, etc.)"
評論する,ひょうろんする,SURU,"criticism, critique"
絶滅する,ぜつめつする,SURU,"extinction, extermination; eradication, stamping out, wiping out"
拍手する,はくしゅする,SURU,"clapping hands, applause"
超過する,ちょうかする,SURU,"excess, being more than"
入社する,にゅうしゃする,SURU,"joining a company, getting a job with a company, starting work at a company"
発想する,はっそうする,SURU,"idea, conception; way of thinking, approach; expression"
免税する,めんぜいする,SURU,"tax exemption, duty exemption"
安定する,あんていする,SURU,"stability, steadiness, consistency, equilibrium, balance, composure; stable"
同調する,どうちょうする,SURU,"sympathy, agreement with, alignment, conformity, tuning"
下車する,げしゃする,SURU,"alighting (from a train, bus, etc.), getting off, getting out (of a car)"
批評する,ひひょうする,SURU,"criticism, critique, review, commentary"
抑圧する,よくあつする,SURU,"check, restraint, oppression, suppression"
驚かす,おどろかす,GODAN,"to surprise, to frighten, to create a stir"
断水する,だんすいする,SURU,"suspension of water supply, water outage"
調理する,ちょうりする,SURU,"cooking, food preparation"
下痢する,げりする,SURU,"diarrhea, diarrhoea"
建築する,けんちくする,SURU,"construction, architecture (of buildings)"
解除する,かいじょする,SURU,"termination (of a contract), cancellation, rescinding, rescission; lifting (of a ban, sanctions, etc.), removal, release (from obligations), cancellation (of a warning, alert, etc.), calling off (e.g. a strike), releasing (a lock)"
留守番する,るすばんする,SURU,"care-taking, house-sitting, house-watching, staying at home; caretaker, house-sitter"
活用する,かつようする,SURU,"practical use, application; conjugation, inflection"
吸収する,きゅうしゅうする,SURU,"absorption, suction, attraction"
消費する,しょうひする,SURU,"consumption, expenditure, spending"
強制する,きょうせいする,SURU,"compulsion, coercion, forcing (to do), enforcement"
肯定する,こうていする,SURU,affirmation; affirmative
信仰する,しんこうする,SURU,"(religious) faith, belief, creed"
照明する,しょうめいする,SURU,"illumination, lighting"
乗車する,じょうしゃする,SURU,"boarding (a train, bus, etc.), getting into (e.g. a taxi)"
苦心する,くしんする,SURU,"pains, hard work, effort, trouble, labour, labor"
実習する,じっしゅうする,SURU,"practice (in the field), training (esp. practical and hands-on), practical exercise, drill"
装飾する,そうしょくする,SURU,"ornament, decoration"
反響する,はんきょうする,SURU,"echo, reverberation; response, reaction, repercussions, sensation, influence"
解説する,かいせつする,SURU,"explanation, commentary, exposition, elucidation"
営業する,えいぎょうする,SURU,"business, trade, operations; sales"
結晶する,けっしょうする,SURU,"crystal, crystallization, crystallisation; fruits (of labor, union, etc.)"
反射する,はんしゃする,SURU,"reflection, reverberation; reflex, reflexes"
暴れる,あばれる,ICHIDAN,"to act violently, to rage, to struggle, to be riotous"
作業する,さぎょうする,SURU,"work, operation, manufacturing, fatigue duty"
